client_id,number_contacts,month,day,contact_duration,previous_campaign_contacts,previous_outcome,campaign_outcome
288,2,may,15,5,0,nonexistent,no
289,2,may,23,225,0,nonexistent,no
290,2,may,7,125,0,nonexistent,no
291,2,may,9,286,0,nonexistent,no
292,2,may,15,206,0,nonexistent,no
293,2,may,16,164,0,nonexistent,no
294,2,may,5,98,0,nonexistent,no
295,2,may,3,446,0,nonexistent,no
296,2,may,31,742,0,nonexistent,no
297,2,may,6,120,0,nonexistent,no
298,3,may,13,122,0,nonexistent,no
299,4,may,25,362,0,nonexistent,no
300,2,may,19,357,0,nonexistent,no
301,2,may,27,200,0,nonexistent,no
302,2,may,5,107,0,nonexistent,no
303,2,may,13,267,0,nonexistent,no
304,2,may,22,248,0,nonexistent,no
305,2,may,8,215,0,nonexistent,no
306,2,may,22,209,0,nonexistent,no
307,2,may,15,205,0,nonexistent,no
308,3,may,9,261,0,nonexistent,no
309,2,may,20,83,0,nonexistent,no
310,3,may,13,106,0,nonexistent,no
311,2,may,27,106,0,nonexistent,no
312,2,may,28,108,0,nonexistent,no
313,2,may,17,214,0,nonexistent,no
314,2,may,9,358,0,nonexistent,no
315,2,may,7,453,0,nonexistent,no
316,2,may,13,364,0,nonexistent,no
317,2,may,19,136,0,nonexistent,no
318,2,may,20,173,0,nonexistent,no
319,2,may,7,241,0,nonexistent,no
320,3,may,22,224,0,nonexistent,no
321,2,may,31,148,0,nonexistent,no
322,2,may,10,230,0,nonexistent,no
323,3,may,15,199,0,nonexistent,no
324,2,may,10,196,0,nonexistent,no
325,4,may,23,111,0,nonexistent,no
326,3,may,1,231,0,nonexistent,no
327,3,may,16,316,0,nonexistent,no
328,2,may,27,240,0,nonexistent,no
329,3,may,21,669,0,nonexistent,no
330,2,may,31,425,0,nonexistent,no
331,2,may,9,121,0,nonexistent,no
332,5,may,30,174,0,nonexistent,no
333,5,may,7,88,0,nonexistent,no
334,3,may,1,313,0,nonexistent,no
335,4,may,28,135,0,nonexistent,no
336,2,may,27,152,0,nonexistent,no
337,3,may,29,402,0,nonexistent,no
338,2,may,19,221,0,nonexistent,no
339,2,may,10,213,0,nonexistent,no
340,3,may,5,144,0,nonexistent,no
341,3,may,11,158,0,nonexistent,no
342,3,may,22,220,0,nonexistent,no
343,2,may,26,325,0,nonexistent,no
344,2,may,2,254,0,nonexistent,no
345,2,may,24,503,0,nonexistent,no
346,2,may,26,680,0,nonexistent,no
347,4,may,25,421,0,nonexistent,no
348,3,may,23,130,0,nonexistent,no
349,2,may,3,164,0,nonexistent,no
350,3,may,6,174,0,nonexistent,no
351,2,may,1,113,0,nonexistent,no
352,2,may,22,195,0,nonexistent,no
353,3,may,1,347,0,nonexistent,no
354,2,may,20,208,0,nonexistent,no
355,4,may,7,404,0,nonexistent,no
356,2,may,2,396,0,nonexistent,no
357,2,may,21,98,0,nonexistent,no
358,3,may,28,229,0,nonexistent,no
359,2,may,27,350,0,nonexistent,no
360,3,may,16,88,0,nonexistent,no
361,2,may,30,379,0,nonexistent,no
362,3,may,8,168,0,nonexistent,no
363,3,may,22,190,0,nonexistent,no
364,1,may,24,158,0,nonexistent,no
365,1,may,5,210,0,nonexistent,no
366,1,may,24,102,0,nonexistent,no
367,1,may,8,306,0,nonexistent,no
368,1,may,26,64,0,nonexistent,no
369,1,may,12,218,0,nonexistent,no
370,1,may,2,77,0,nonexistent,no
371,1,may,4,54,0,nonexistent,no
372,1,may,1,344,0,nonexistent,no
373,1,may,16,195,0,nonexistent,no
374,1,may,16,202,0,nonexistent,no
375,1,may,21,286,0,nonexistent,no
376,1,may,11,278,0,nonexistent,no
377,1,may,1,189,0,nonexistent,no
378,1,may,28,83,0,nonexistent,no
379,1,may,26,18,0,nonexistent,no
380,2,may,18,184,0,nonexistent,no
381,1,may,13,235,0,nonexistent,no
382,1,may,21,290,0,nonexistent,no
383,1,may,24,133,0,nonexistent,no
384,1,may,8,318,0,nonexistent,no
385,1,may,7,437,0,nonexistent,no
386,1,may,13,402,0,nonexistent,no
387,4,may,31,501,0,nonexistent,no
388,1,may,2,1201,0,nonexistent,yes
389,1,may,10,1030,0,nonexistent,yes
390,1,may,3,253,0,nonexistent,no
391,1,may,29,149,0,nonexistent,no
392,1,may,10,144,0,nonexistent,no
393,1,may,24,69,0,nonexistent,no
394,1,may,23,243,0,nonexistent,no
395,2,may,6,769,0,nonexistent,no
396,3,may,3,135,0,nonexistent,no
397,1,may,4,231,0,nonexistent,no
398,2,may,17,442,0,nonexistent,no
399,1,may,5,199,0,nonexistent,no
400,1,may,22,455,0,nonexistent,no
401,1,may,21,152,0,nonexistent,no
402,1,may,23,124,0,nonexistent,no
403,1,may,19,424,0,nonexistent,no
404,1,may,16,43,0,nonexistent,no
405,1,may,4,154,0,nonexistent,no
406,1,may,26,393,0,nonexistent,no
407,2,may,3,203,0,nonexistent,no
408,2,may,23,140,0,nonexistent,no
409,1,may,30,326,0,nonexistent,no
410,1,may,3,483,0,nonexistent,no
411,1,may,12,259,0,nonexistent,no
412,1,may,1,227,0,nonexistent,no
413,1,may,1,673,0,nonexistent,no
414,1,may,23,576,0,nonexistent,no
415,2,may,24,180,0,nonexistent,no
416,1,may,18,90,0,nonexistent,no
417,1,may,22,505,0,nonexistent,no
418,1,may,3,245,0,nonexistent,no
419,1,may,23,186,0,nonexistent,no
420,1,may,5,208,0,nonexistent,no
421,1,may,30,623,0,nonexistent,no
422,1,may,8,180,0,nonexistent,no
423,3,may,11,496,0,nonexistent,no
424,1,may,20,118,0,nonexistent,no
425,2,may,16,102,0,nonexistent,no
426,1,may,9,342,0,nonexistent,no
427,1,may,1,225,0,nonexistent,no
428,3,may,3,185,0,nonexistent,no
429,1,may,12,276,0,nonexistent,no
430,1,may,29,87,0,nonexistent,no
431,1,may,13,744,0,nonexistent,no
432,1,may,22,262,0,nonexistent,no
433,1,may,25,271,0,nonexistent,no
434,1,may,26,141,0,nonexistent,no
435,2,may,5,198,0,nonexistent,no
436,1,may,13,150,0,nonexistent,no
437,1,may,22,241,0,nonexistent,no
438,1,may,18,196,0,nonexistent,no
439,1,may,18,149,0,nonexistent,no
440,1,may,11,264,0,nonexistent,no
441,1,may,22,246,0,nonexistent,no
442,2,may,27,309,0,nonexistent,no
443,1,may,20,140,0,nonexistent,no
444,1,may,13,175,0,nonexistent,no
445,1,may,7,136,0,nonexistent,no
446,1,may,29,1623,0,nonexistent,yes
447,1,may,16,50,0,nonexistent,no
448,1,may,15,101,0,nonexistent,no
449,1,may,9,144,0,nonexistent,no
450,1,may,17,238,0,nonexistent,no
451,1,may,13,354,0,nonexistent,no
452,2,may,7,451,0,nonexistent,no
453,1,may,23,159,0,nonexistent,no
454,1,may,19,170,0,nonexistent,no
455,1,may,30,243,0,nonexistent,no
456,2,may,3,141,0,nonexistent,no
457,1,may,8,112,0,nonexistent,no
458,2,may,1,262,0,nonexistent,no
459,1,may,9,53,0,nonexistent,no
460,1,may,25,134,0,nonexistent,no
461,4,may,21,204,0,nonexistent,no
462,1,may,22,678,0,nonexistent,no
463,1,may,18,182,0,nonexistent,no
464,1,may,26,162,0,nonexistent,no
465,1,may,5,177,0,nonexistent,no
466,1,may,12,27,0,nonexistent,no
467,3,may,20,699,0,nonexistent,no
468,1,may,13,358,0,nonexistent,no
469,1,may,18,1677,0,nonexistent,yes
470,1,may,10,529,0,nonexistent,no
471,1,may,4,310,0,nonexistent,no
472,1,may,11,47,0,nonexistent,no
473,1,may,16,379,0,nonexistent,no
474,2,may,30,30,0,nonexistent,no
475,1,may,22,472,0,nonexistent,no
476,1,may,6,113,0,nonexistent,no
477,1,may,27,114,0,nonexistent,no
478,1,may,3,116,0,nonexistent,no
479,1,may,23,448,0,nonexistent,no
480,1,may,5,264,0,nonexistent,no
481,1,may,16,169,0,nonexistent,no
482,1,may,4,145,0,nonexistent,no
483,1,may,24,288,0,nonexistent,no
484,1,may,31,381,0,nonexistent,no
485,2,may,30,176,0,nonexistent,no
486,1,may,2,215,0,nonexistent,no
487,1,may,6,278,0,nonexistent,no
488,2,may,2,188,0,nonexistent,no
489,2,may,6,174,0,nonexistent,no
490,2,may,18,226,0,nonexistent,no
491,2,may,17,111,0,nonexistent,no
492,2,may,10,157,0,nonexistent,no
493,1,may,28,46,0,nonexistent,no
494,1,may,29,49,0,nonexistent,no
495,1,may,16,374,0,nonexistent,no
496,1,may,1,349,0,nonexistent,no
497,1,may,16,325,0,nonexistent,no
498,2,may,10,233,0,nonexistent,no
499,1,may,2,531,0,nonexistent,no
500,1,may,19,153,0,nonexistent,no
501,1,may,4,80,0,nonexistent,no
502,1,may,25,198,0,nonexistent,no
503,1,may,8,568,0,nonexistent,no
504,1,may,31,918,0,nonexistent,yes
505,1,may,10,82,0,nonexistent,no
506,3,may,10,198,0,nonexistent,no
507,1,may,11,211,0,nonexistent,no
508,1,may,12,120,0,nonexistent,no
509,1,may,25,269,0,nonexistent,no
510,1,may,9,128,0,nonexistent,no
511,2,may,17,166,0,nonexistent,no
512,1,may,19,211,0,nonexistent,no
513,1,may,11,369,0,nonexistent,no
514,1,may,21,91,0,nonexistent,no
515,2,may,4,267,0,nonexistent,no
516,1,may,28,198,0,nonexistent,no
517,2,may,8,371,0,nonexistent,no
518,2,may,11,288,0,nonexistent,no
519,1,may,8,221,0,nonexistent,no
520,1,may,1,427,0,nonexistent,no
521,1,may,23,310,0,nonexistent,no
522,1,may,4,158,0,nonexistent,no
523,1,may,19,198,0,nonexistent,no
524,1,may,2,145,0,nonexistent,no
525,1,may,4,247,0,nonexistent,no
526,1,may,7,102,0,nonexistent,no
527,2,may,6,179,0,nonexistent,no
528,1,may,16,73,0,nonexistent,no
529,2,may,22,263,0,nonexistent,no
530,2,may,7,342,0,nonexistent,no
531,1,may,25,41,0,nonexistent,no
532,1,may,16,13,0,nonexistent,no
533,2,may,3,79,0,nonexistent,no
534,1,may,29,358,0,nonexistent,no
535,1,may,20,162,0,nonexistent,no
536,1,may,30,150,0,nonexistent,no
537,1,may,23,26,0,nonexistent,no
538,1,may,29,250,0,nonexistent,no
539,1,may,9,792,0,nonexistent,no
540,1,may,23,146,0,nonexistent,no
541,1,may,26,440,0,nonexistent,no
542,1,may,18,289,0,nonexistent,no
543,2,may,29,242,0,nonexistent,no
544,1,may,25,123,0,nonexistent,no
545,2,may,1,161,0,nonexistent,no
546,2,may,28,268,0,nonexistent,no
547,2,may,3,259,0,nonexistent,no
548,1,may,25,26,0,nonexistent,no
549,1,may,3,153,0,nonexistent,no
550,2,may,4,424,0,nonexistent,no
551,1,may,22,375,0,nonexistent,no
552,2,may,11,179,0,nonexistent,no
553,1,may,14,383,0,nonexistent,no
554,1,may,25,440,0,nonexistent,no
555,1,may,13,195,0,nonexistent,no
556,3,may,2,1297,0,nonexistent,yes
557,1,may,12,217,0,nonexistent,no
558,1,may,19,87,0,nonexistent,no
559,1,may,21,427,0,nonexistent,no
560,1,may,18,189,0,nonexistent,no
561,1,may,22,502,0,nonexistent,no
562,1,may,27,260,0,nonexistent,no
563,1,may,6,209,0,nonexistent,no
564,1,may,12,179,0,nonexistent,no
565,1,may,16,179,0,nonexistent,no
566,1,may,23,69,0,nonexistent,no
567,2,may,14,105,0,nonexistent,no
568,3,may,29,266,0,nonexistent,no
569,2,may,21,87,0,nonexistent,no
570,2,may,22,524,0,nonexistent,no
571,2,may,17,155,0,nonexistent,no
572,2,may,25,162,0,nonexistent,no
573,4,may,27,316,0,nonexistent,no
574,2,may,24,352,0,nonexistent,no
575,3,may,30,695,0,nonexistent,no
576,4,may,31,76,0,nonexistent,no
577,2,may,12,535,0,nonexistent,no
578,2,may,8,310,0,nonexistent,no
579,3,may,2,390,0,nonexistent,no
580,1,may,13,369,0,nonexistent,no
581,2,may,2,112,0,nonexistent,no
582,1,may,13,79,0,nonexistent,no
583,2,may,28,140,0,nonexistent,no
584,1,may,18,315,0,nonexistent,no
585,2,may,7,262,0,nonexistent,no
586,2,may,6,174,0,nonexistent,no
587,2,may,10,424,0,nonexistent,no
588,1,may,6,135,0,nonexistent,no
589,5,may,9,36,0,nonexistent,no
590,3,may,15,1906,0,nonexistent,no
591,2,may,6,219,0,nonexistent,no
592,1,may,20,135,0,nonexistent,no
593,2,may,26,147,0,nonexistent,no
594,2,may,23,407,0,nonexistent,no
595,4,may,14,402,0,nonexistent,no
596,1,may,30,209,0,nonexistent,no
597,2,may,11,92,0,nonexistent,no
598,1,may,7,208,0,nonexistent,no
599,1,may,27,193,0,nonexistent,no
600,1,may,31,65,0,nonexistent,no
601,2,may,10,284,0,nonexistent,no
602,1,may,25,285,0,nonexistent,no
603,1,may,14,231,0,nonexistent,no
604,1,may,7,278,0,nonexistent,no
605,1,may,22,389,0,nonexistent,no
606,1,may,23,158,0,nonexistent,no
607,2,may,6,78,0,nonexistent,no
608,5,may,22,258,0,nonexistent,no
609,1,may,18,87,0,nonexistent,no
610,2,may,27,147,0,nonexistent,no
611,1,may,1,635,0,nonexistent,no
612,1,may,22,289,0,nonexistent,no
613,3,may,31,170,0,nonexistent,no
614,1,may,20,802,0,nonexistent,no
615,2,may,13,381,0,nonexistent,no
616,4,may,31,218,0,nonexistent,no
617,2,may,1,57,0,nonexistent,no
618,2,may,6,304,0,nonexistent,no
619,3,may,11,241,0,nonexistent,no
620,1,may,1,230,0,nonexistent,no
621,4,may,11,79,0,nonexistent,no
622,3,may,4,262,0,nonexistent,no
623,2,may,7,392,0,nonexistent,no
624,2,may,27,201,0,nonexistent,no
625,1,may,6,145,0,nonexistent,no
626,1,may,1,252,0,nonexistent,no
627,1,may,18,329,0,nonexistent,no
628,2,may,22,328,0,nonexistent,no
629,2,may,16,191,0,nonexistent,no
630,2,may,29,116,0,nonexistent,no
631,1,may,3,246,0,nonexistent,no
632,2,may,29,532,0,nonexistent,no
633,1,may,30,293,0,nonexistent,no
634,3,may,21,416,0,nonexistent,no
635,2,may,23,37,0,nonexistent,no
636,2,may,15,132,0,nonexistent,no
637,2,may,13,530,0,nonexistent,no
638,3,may,5,175,0,nonexistent,no
639,5,may,30,90,0,nonexistent,no
640,2,may,17,524,0,nonexistent,no
641,3,may,6,29,0,nonexistent,no
642,2,may,7,311,0,nonexistent,no
643,1,may,25,412,0,nonexistent,no
644,2,may,8,211,0,nonexistent,no
645,3,may,30,312,0,nonexistent,no
646,1,may,27,392,0,nonexistent,no
647,1,may,10,191,0,nonexistent,no
648,2,may,29,284,0,nonexistent,no
649,1,may,21,328,0,nonexistent,no
650,1,may,10,100,0,nonexistent,no
651,1,may,5,226,0,nonexistent,no
652,1,may,25,507,0,nonexistent,no
653,2,may,18,333,0,nonexistent,no
654,2,may,13,128,0,nonexistent,no
655,2,may,15,322,0,nonexistent,no
656,4,may,17,202,0,nonexistent,no
657,2,may,12,92,0,nonexistent,no
658,2,may,30,205,0,nonexistent,no
659,3,may,17,739,0,nonexistent,no
660,2,may,5,273,0,nonexistent,no
661,3,may,18,339,0,nonexistent,no
662,1,may,6,262,0,nonexistent,no
663,3,may,21,308,0,nonexistent,no
664,2,may,6,467,0,nonexistent,no
665,2,may,14,245,0,nonexistent,no
666,3,may,6,160,0,nonexistent,no
667,2,may,26,189,0,nonexistent,no
668,1,may,4,477,0,nonexistent,no
669,3,may,27,65,0,nonexistent,no
670,1,may,21,191,0,nonexistent,no
671,2,may,11,196,0,nonexistent,no
672,2,may,18,221,0,nonexistent,no
673,2,may,14,197,0,nonexistent,no
674,2,may,10,178,0,nonexistent,no
675,2,may,17,221,0,nonexistent,no
676,2,may,12,64,0,nonexistent,no
677,2,may,31,75,0,nonexistent,no
678,2,may,31,400,0,nonexistent,no
679,3,may,28,378,0,nonexistent,no
680,2,may,3,118,0,nonexistent,no
681,2,may,24,1597,0,nonexistent,yes
682,2,may,13,346,0,nonexistent,no
683,2,may,17,107,0,nonexistent,no
684,3,may,15,60,0,nonexistent,no
685,2,may,19,276,0,nonexistent,no
686,2,may,19,176,0,nonexistent,no
687,2,may,21,390,0,nonexistent,no
688,3,may,27,251,0,nonexistent,no
689,2,may,25,716,0,nonexistent,no
690,3,may,30,189,0,nonexistent,no
691,2,may,30,125,0,nonexistent,no
692,2,may,9,234,0,nonexistent,no
693,2,may,5,79,0,nonexistent,no
